Mom ID,i3540,i933,i3518,i931,i926,i3502,i3533,i3526,i3524,i3504,i3525,i3513,i924,i3533,i925,i931,i3502,i3505,i933,i3524,i941,i3539,i3513,i942,i936,i3502,i915,i3503,i3502,i3513,i3501,i3523,i3524,i925,i3527,i3502,i3505,i3506,i3610,i3534,i3512,i3514,i3528,i3642,i3502,i3530,i3511,i3505,i3532,i915,i3503,i3513,i3502,i3530,i3526,i3529,i3536
23.000,0,0,4,,7,,,,,,,,4,,,,,,,,,8,2,,0,,7,6,,,,,4,,,,4,,2,,,,,5,,,,,4,,,,,,,,
25.000,0,1,4,,7,,,,,,,,4,,,,,,,,,8,2,,0,,9,6,,,,,4,,,,4,,2,,,,,,,,,,4,,,,,,,,
27.000,1,1,,,9,,,,,,,,4,,,,,,,,,8,2,,1,,12,6,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,
29.000,1,1,,,9,,,,,,,,4,,,,,,,,,8,2,,1,,12,6,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,
31.000,1,1,,,9,,,,,,,,6,,,,,,,,,8,2,,1,,12,6,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,
33.000,1,,,,9,,,,,,,,6,,,,,,,,,8,4,,1,,12,6,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
35.000,1,,,,9,,,,,,,,8,,,,,,,,,8,4,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.000,1,,,,,,,,,,,,8,,,,,,,,,8,4,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.000,1,,,,,,,,,,,,8,,,,,,,,,8,4,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.000,1,,,,,,,,,,,,8,,,,,,,,,,4,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.000,,,,,,,,,,,,,8,,,,,,,,,,4,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.000,,,,,,,,,,,,,8,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.000,,,,,,,,,,,,,8,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.000,,,,,,,,,,,,,8,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.000,,,,,,,,,,,,,8,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.000,,,,,,,,,,,,,8,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.000,,,,,,,,,,,,,8,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.000,,,,,,,,,,,,,8,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.000,,,,,,,,,,,,,8,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.000,,,,,,,,,,,,,8,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.000,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.000,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
