Mom ID,i25,i1,i25,i11,i67,i3,i90,i14,i102,i82,i34,i28,i68,i77,i10,i82,i16,i102,i22,i4,i23,i8,i12,i21,i3,i17,i90,i35,i11,i36,i5,i102,i104,i12,i36,i1,i37,I2283,i1683,i1666,i2292,i1649,i2291,i86,i2293,i2294,i2280,i31,i2290,i1656,i48,i2295,i2283,i2296,i2288,i2283,i2283
13.000,2,,5,7,1,7,4,5,6,3,0,0,5,5,2,1,3,7,1,7,9,3,,8,6,4,,1,9,7,,,,6,,0,4,2,0,,,0,0,1,0,0,0,0,0,0,0,,0,4,2,1,4
15.000,4,,5,7,3,8,6,8,,5,0,0,8,8,2,,5,9,1,7,11,3,,11,6,4,,3,10,7,,,,6,,4,4,2,0,,,0,0,1,3,2,1,0,0,0,0,,0,4,2,1,4
17.000,4,,5,7,3,8,6,8,,7,1,4,8,8,4,,5,9,1,7,11,3,,11,6,7,,4,10,7,,,,6,,8,4,,0,,,0,0,1,3,2,1,0,,0,0,,0,6,4,3,5
19.000,4,,5,9,3,13,8,11,,,1,6,12,12,4,,5,11,1,7,15,4,,13,6,7,,4,14,7,,,,6,,8,4,,0,,,0,0,2,3,2,1,0,,,0,,1,6,4,3,5
21.000,5,,5,10,4,13,8,11,,,2,6,14,17,5,,5,13,3,11,19,5,,13,9,8,,4,14,7,,,,9,,9,4,,0,,,3,0,2,5,3,1,0,,,0,,1,6,4,3,5
23.000,7,,7,,4,13,,14,,,2,10,16,17,9,,5,13,5,11,19,8,,16,11,10,,6,14,7,,,,9,,9,4,,0,,,3,0,4,5,4,1,1,,,0,,2,6,5,3,5
25.000,7,,7,,7,17,,14,,,2,14,16,21,11,,9,14,8,14,23,10,,19,11,10,,,18,,,,,9,,,4,,1,,,5,0,6,5,,1,1,,,0,,3,6,,5,
27.000,7,,9,,7,18,,18,,,2,14,,21,11,,9,15,8,15,25,10,,19,13,12,,,18,,,,,12,,,5,,1,,,7,0,6,7,,5,1,,,0,,3,,,5,
29.000,7,,9,,7,9,,20,,,4,16,,25,13,,11,15,10,15,25,13,,19,13,12,,,21,,,,,12,,,5,,1,,,7,0,9,7,,5,1,,,0,,5,,,7,
31.000,9,,11,,9,22,,20,,,4,16,,26,13,,11,17,10,19,28,13,,19,16,15,,,23,,,,,12,,,7,,1,,,7,0,9,7,,,1,,,0,,5,,,7,
33.000,9,,11,,9,25,,22,,,,18,,26,16,,15,17,10,19,28,17,,21,16,20,,,23,,,,,12,,,7,,1,,,7,0,11,9,,,1,,,0,,5,,,7,
35.000,9,,13,,11,25,,22,,,,18,,29,17,,15,19,10,21,31,17,,23,18,20,,,26,,,,,12,,,11,,1,,,9,0,11,9,,,,,,0,,5,,,7,
37.000,9,,14,,11,27,,25,,,,20,,30,17,,18,20,12,21,32,19,,23,20,25,,,,,,,,13,,,11,,,,,9,0,13,,,,,,,0,,6,,,9,
39.000,9,,15,,11,27,,,,,,26,,31,20,,,20,15,22,32,19,,,22,25,,,,,,,,,,,11,,,,,9,0,14,,,,,,,0,,6,,,9,
41.000,11,,17,,11,27,,,,,,26,,31,20,,,22,17,22,35,19,,,25,23,,,,,,,,,,,11,,,,,11,0,14,,,,,,,0,,6,,,9,
43.000,11,,17,,11,27,,,,,,26,,31,24,,,23,20,24,35,20,,,28,23,,,,,,,,,,,,,,,,11,,16,,,,,,,0,,6,,,,
45.000,15,,,,11,29,,,,,,26,,31,24,,,23,20,26,36,21,,,28,25,,,,,,,,,,,,,,,,11,,16,,,,,,,0,,,,,,
47.000,15,,,,11,32,,,,,,29,,31,24,,,23,23,26,36,23,,,30,25,,,,,,,,,,,,,,,,11,,,,,,,,,0,,,,,,
49.000,15,,,,,32,,,,,,29,,34,25,,,23,23,29,38,23,,,30,28,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
51.000,16,,,,,35,,,,,,30,,34,25,,,23,25,,38,24,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.000,16,,,,,35,,,,,,,,34,26,,,23,25,,40,24,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.000,17,,,,,38,,,,,,,,36,26,,,,27,,41,25,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.000,17,,,,,38,,,,,,,,36,26,,,,27,,41,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.000,17,,,,,41,,,,,,,,36,26,,,,27,,43,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.000,17,,,,,41,,,,,,,,36,26,,,,27,,43,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.000,17,,,,,41,,,,,,,,36,26,,,,,,45,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.000,,,,,,41,,,,,,,,36,26,,,,,,45,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.000,,,,,,41,,,,,,,,36,,,,,,,45,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.000,,,,,,41,,,,,,,,36,,,,,,,45,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.000,,,,,,,,,,,,,,36,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.000,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.000,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.000,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
